director_name,actor_2_name,genres,actor_1_name,movie_title,actor_3_name
Tyler Perry,Phylicia Rashad,Comedy Drama Romance,Eddie Cibrian,good deeds,Jamie Kennedy
Randal Kleiser,Klaus Maria Brandauer,Adventure Drama,Seymour Cassel,white fang,Susan Hogan
Bruce McCulloch,Elaine Hendrix,Comedy Romance,Will Ferrell,superstar,Molly Shannon
Phyllida Lloyd,Jim Broadbent,Biography Drama History,Meryl Streep,the iron lady,Olivia Colman
Mike Nawrocki,Mike Nawrocki,Adventure Animation Comedy Drama Family Musical,Phil Vischer,jonah: a veggietales movie,Shelby Vischer
John Singleton,Khandi Alexander,Drama Romance,Janet Jackson,poetic justice,Maya Angelou
Kevin Bray,Roger Guenveur Smith,Action Comedy Crime Thriller,Mike Epps,all about the benjamins,Gino Salvano
Wes Craven,W. Earl Brown,Comedy Fantasy Horror Romance,John Witherspoon,vampire in brooklyn,Allen Payne
John Boorman,Richard Burton,Horror,Linda Blair,exorcist ii: the heretic,Ned Beatty
Courtney Solomon,James D'Arcy,Horror Mystery Thriller,Sissy Spacek,an american haunting,Vernon Dobtcheff
David Zucker,Tyler Labine,Comedy Romance,Carmen Electra,my boss's daughter,Molly Shannon
David Twohy,Milla Jovovich,Adventure Mystery Thriller,Chris Hemsworth,a perfect getaway,Marley Shelton
Rick Famuyiwa,Lance Gross,Comedy Romance,America Ferrera,our family wedding,Lupe Ontiveros
Alan Cohn,Linda Cardellini,Comedy,Alyson Hannigan,dead man on campus,Poppy Montgomery
Franco Zeffirelli,Joan Plowright,Comedy Drama War,Lily Tomlin,tea with mussolini,Paolo Seganti
Tom Holland,Bethany Joy Lenz,Fantasy Horror,Joe Mantegna,thinner,Kari Wuhrer
Martin Scorsese,Liza Minnelli,Drama Music Musical Romance,Robert De Niro,"new york, new york",Mary Kay Place
Spike Lee,Delroy Lindo,Comedy Drama,Alfre Woodard,crooklyn,Isaiah Washington
Chris Rock,Eliza Coupe,Comedy Drama Romance,Steve Buscemi,i think i love my wife,Wendell Pierce
James Isaac,Kane Hodder,Action Horror Sci-Fi Thriller,Peter Mensah,jason x,Lexa Doig
Shawn Levy,Donald Faison,Adventure Comedy Family,Frankie Muniz,big fat liar,Lee Majors
Emilio Estevez,Nick Cannon,Drama History,Anthony Hopkins,bobby,Brian Geraghty
Mark Waters,Ivana Milicevic,Comedy Mystery Romance,Monica Potter,head over heels,China Chow
Josh Schwartz,Jackson Nicoll,Adventure Comedy,Thomas McDonell,fun size,Osric Chau
Julian Schnabel,Mathieu Amalric,Biography Drama,Emmanuelle Seigner,the diving bell and the butterfly,Isaach De Bankolé
Todd Field,Noah Emmerich,Drama Romance,Kate Winslet,little children,Jane Adams
Davis Guggenheim,Sharon Lawrence,Drama Mystery Thriller,Norman Reedus,gossip,Noam Jenkins
Tony Goldwyn,Julie Kavner,Drama,Viggo Mortensen,a walk on the moon,Tovah Feldshuh
Phillip Noyce,Terry Pheto,Biography Drama History,Derek Luke,catch a fire,Bonnie Henna
Stephen Carpenter,Angela Featherstone,Drama Horror Mystery Thriller,Melissa Sagemiller,soul survivors,Candace Kroslak
James Ivory,Todd Boyce,Biography Drama History Romance,Seth Gilliam,jefferson in paris,Nigel Whitmey
Stephan Elliott,Kristin Scott Thomas,Comedy Romance,Colin Firth,easy virtue,Kris Marshall
James Fargo,Joseph Cotten,Action Adventure History,Christopher Lee,caravans,Behrouz Vossoughi
Mike Leigh,Ruth Sheen,Biography Drama History,Lesley Manville,mr. turner,Karl Johnson
Alain Resnais,Sara Forestier,Drama Romance,Mathieu Amalric,wild grass,Edouard Baer
Costa-Gavras,Mathieu Kassovitz,Biography Crime Drama War,Sebastian Koch,amen.,Ulrich Mühe
Chao-Bin Su,Shawn Yue,Action,Woo-sung Jung,reign of assassins,Kelly Lin
Neil Burger,Katherine LaNasa,Comedy Drama War,John Heard,the lucky ones,Mark L. Young
Kenneth Lonergan,Kieran Culkin,Drama,Matt Damon,margaret,John Gallagher Jr.
Bo Zenga,Kenan Thompson,Comedy Horror,Steve Howey,stan helsing,Diora Baird
Rob Reiner,Rebecca De Mornay,Comedy Drama Romance,Madeline Carroll,flipped,Aidan Quinn
Ang Lee,Heath Ledger,Drama Romance,Jake Gyllenhaal,brokeback mountain,Anne Hathaway
Jonathan Liebesman,Danny Woodburn,Action Adventure Comedy Sci-Fi,Noel Fisher,teenage mutant ninja turtles,Jeremy Howard
Amy Heckerling,Dan Hedaya,Comedy Romance,Donald Faison,clueless,Elisa Donovan
Todd Haynes,Celia Weston,Drama Romance,Dennis Quaid,far from heaven,Michael Gaston
Steve Pink,Gillian Jacobs,Comedy Sci-Fi,Adam Scott,hot tub time machine 2,Collette Wolfe
Philip Kaufman,Stephen Marcus,Biography Drama,Kate Winslet,quills,Amelia Warner
Martin McDonagh,Gabourey Sidibe,Comedy Crime,Abbie Cornish,seven psychopaths,Michael Stuhlbarg
Kasi Lemmons,Tamara Tunie,Crime Drama Music Mystery Thriller,Colm Feore,the caveman's valentine,Aunjanue Ellis
Oliver Hirschbiegel,Bruno Ganz,Biography Drama History War,Thomas Kretschmann,downfall,Alexandra Maria Lara
Alejandro Amenábar,Lola Dueñas,Biography Drama Romance,Belén Rueda,the sea inside,Tamar Novas
Jonathan Glazer,Paul Brannigan,Drama Horror Sci-Fi Thriller,Scarlett Johansson,under the skin,Alison Chand
Barry Levinson,J.T. Walsh,Biography Comedy Drama War,Robin Williams,"good morning, vietnam",Bruno Kirby
Hyung-rae Shim,Stephanie Danielson,Comedy,Jason Mewes,the last godfather,Michael Rispoli
Jon M. Chu,Sean Kingston,Documentary Music,Usher Raymond,justin bieber: never say never,Boys II Men
Darren Aronofsky,Mila Kunis,Drama Thriller,Natalie Portman,black swan,Mark Margolis
José Padilha,Abbie Cornish,Action Crime Sci-Fi Thriller,Gary Oldman,robocop,Jennifer Ehle
Francis Ford Coppola,Al Pacino,Crime Drama,Robert De Niro,the godfather: part ii,Robert Duvall
Thomas Carter,Terry Kinney,Drama Music Romance,Sean Patrick Thomas,save the last dance,Fredro Starr
Renny Harlin,Rodney Eastman,Fantasy Horror Thriller,Tuesday Knight,a nightmare on elm street 4: the dream master,Brooke Bundy
Patricia Riggen,Brighton Sharbino,Drama,Jennifer Garner,miracles from heaven,Martin Henderson
Danny Leiner,Mary Lynn Rajskub,Comedy Mystery,Jennifer Garner,"dude, where's my car?",Marla Sokoloff
Christopher Cain,Patrick Wayne,Action Crime Drama Thriller Western,Jack Palance,young guns,Brian Keith
Theodore Melfi,Naomi Watts,Comedy Drama,Bill Murray,st. vincent,Reg E. Cathey
Steve Pink,Regina Hall,Comedy Romance,Joe Lo Truglio,about last night,Bryan Callen
Gil Junger,Heath Ledger,Comedy Drama Romance,Joseph Gordon-Levitt,10 things i hate about you,Andrew Keegan
Ed Decter,Eddie Griffin,Comedy,Zooey Deschanel,the new guy,Gene Simmons
Gene Quintano,Lin Shaye,Action Comedy Crime,Jon Lovitz,loaded weapon 1,Bill Nunn
Jaume Collet-Serra,Brett Cullen,Drama Horror Thriller,Óscar Jaenada,the shallows,Sedona Legge
Eric Bress,Eric Stoltz,Sci-Fi Thriller,Logan Lerman,the butterfly effect,Cameron Bright
Chris Koch,Mark Webber,Adventure Comedy Family,Chris Elliott,snow day,Jean Smart
Preston A. Whitmore II,Chris Brown,Comedy Drama Romance,Mekhi Phifer,this christmas,Loretta Devine
Bob Clark,Dom DeLuise,Comedy Crime Family Sci-Fi,Kathleen Turner,baby geniuses,Ruby Dee
Kirk Wong,Elliott Gould,Action Comedy Crime Thriller,Bokeem Woodbine,the big hit,Antonio Sabato Jr.
Bronwen Hughes,Eartha Kitt,Comedy Drama Family,Gregory Smith,harriet the spy,Charlotte Sullivan
John Lafia,Beth Grant,Fantasy Horror,Jenny Agutter,child's play 2,Greg Germann
Sam Miller,Kate del Castillo,Crime Thriller,Leslie Bibb,no good deed,Henry Simmons
Frank Darabont,Alexa Davalos,Horror,Toby Jones,the mist,Jeffrey DeMunn
Alex Garland,Sonoya Mizuno,Drama Mystery Sci-Fi Thriller,Elina Alminas,ex machina,Corey Johnson
Spike Jonze,Orson Bean,Comedy Drama Fantasy,Willie Garson,being john malkovich,Mary Kay Place
Mark Brown,Vivica A. Fox,Comedy Romance,Mo'Nique,two can play that game,Tamala Jones
Dave Green,Ella Wahlestedt,Adventure Family Sci-Fi,Teo Halm,earth to echo,Jason Gray-Stanford
John Stockwell,Jay Hernandez,Drama Romance,Kirsten Dunst,crazy/beautiful,Rolando Molina
Clint Eastwood,Kazunari Ninomiya,Drama History War,Yuki Matsuzaki,letters from iwo jima,Shidô Nakamura
Michael Polish,Virginia Madsen,Adventure Drama Sci-Fi,J.K. Simmons,the astronaut farmer,Bruce Dern
Daisy von Scherler Mayer,Jada Pinkett Smith,Comedy Romance,LL Cool J,woo,Dave Chappelle
Lenny Abrahamson,Jacob Tremblay,Drama,Joan Allen,room,Cas Anvar
Bob Saget,Jack Warden,Comedy,Don Rickles,dirty work,Traylor Howard
John Waters,Sam Waterston,Comedy Crime Thriller,Kathleen Turner,serial mom,Traci Lords
Andrew Fleming,Will Ferrell,Comedy,Ryan Reynolds,dick,Kirsten Dunst
Niels Arden Oplev,David Dencik,Action Crime Mystery Thriller,Michael Nyqvist,del 1 - män som hatar kvinnor            ,Lena Endre
Craig Bolotin,Vanessa Williams,Drama Thriller,Rosario Dawson,light it up,Robert Ri'chard
Mark Christopher,Ellen Albertini Dow,Drama Music,Salma Hayek,54,Sela Ward
Blair Hayes,Geoffrey Arend,Adventure Comedy Romance Sci-Fi,Jake Gyllenhaal,bubble boy,Marley Shelton
Jez Butterworth,Mathieu Kassovitz,Comedy Crime Thriller,Mark Gatiss,birthday girl,Ben Chaplin
Jon Lucas,Josie Loren,Comedy,Justin Chon,21 & over,Sarah Wright
Olivier Assayas,Miranda Richardson,Comedy Drama Romance,Steve Buscemi,"paris, je t'aime",Catalina Sandino Moreno
Rod Lurie,Kathryn Morris,Drama Sport,Harry Lennix,resurrecting the champ,Peter Coyote
Paul Weitz,Sarita Choudhury,Comedy Drama Romance,Tina Fey,admission,Christopher Evan Welch
Patrice Leconte,Daniel Auteuil,Drama Romance,Emir Kusturica,the widow of saint-pierre,Yves Jacques
Atom Egoyan,Meghan Heffern,Drama Mystery Romance Thriller,Liam Neeson,chloe,Natalie Lisinska
Paul Mazursky,Ryan O'Neal,Comedy Crime Drama,Chazz Palminteri,faithful,Paul Mazursky
Jim Sheridan,Jake Gyllenhaal,Drama Thriller,Natalie Portman,brothers,Ethan Suplee
Sidney Lumet,Vin Diesel,Biography Comedy Crime Drama,Peter Dinklage,find me guilty,Alex Rocco
Stephen Chbosky,Ezra Miller,Drama Romance,Logan Lerman,the perks of being a wallflower,Kate Walsh
Jon Hess,Ian Gomez,Action,Burt Young,excessive force,Thomas Ian Griffith
Douglas McGrath,Isabella Rossellini,Biography Crime Drama,Toby Jones,infamous,Hope Davis
Michael Winterbottom,Sarah Polley,Drama Romance Western,Milla Jovovich,the claim,Shirley Henderson
Mark Neveldine,Alison Lohman,Horror Thriller,Djimon Hounsou,the vatican tapes,Dougray Scott
Joe Cornish,Luke Treadaway,Action Comedy Sci-Fi Thriller,John Boyega,attack the block,Jodie Whittaker
Angelina Jolie Pitt,Nikola Djuricko,Drama Romance War,Jelena Jovanova,in the land of blood and honey,Branko Djuric
Brad Anderson,Tara Platt,Crime Thriller,Michael Imperioli,the call,Roma Maffia
John H. Lee,Dean Dawson,Action Drama History War,Liam Neeson,operation chromite,Jung-jae Lee
John Stainton,Aden Young,Action Adventure Comedy Family,Steve Irwin,the crocodile hunter: collision course,Steve Bastoni
Glenn Ficarra,Louis Herthum,Biography Comedy Crime Drama Romance,Dameon Clarke,i love you phillip morris,Annie Golden
Jean-Jacques Annaud,Everett McGill,Adventure Drama History,Rae Dawn Chong,quest for fire,Gary Schwartz
Denzel Washington,Kevin Connolly,Biography Drama,Denzel Washington,antwone fisher,Derek Luke
Michael Hoffman,Embeth Davidtz,Drama,Gabriel Millman,the emperor's club,Rob Morrow
Tony Scott,Gary Oldman,Action Crime Drama Romance Thriller,Brad Pitt,true romance,Michael Rapaport
Benedek Fliegauf,Matt Smith,Drama Romance Sci-Fi,Eva Green,womb,Hannah Murray
James Foley,Al Pacino,Crime Drama Mystery,Kevin Spacey,glengarry glen ross,Jude Ciccolella
Michael Winterbottom,Ned Beatty,Crime Drama Thriller,Liam Aiken,the killer inside me,Jay R. Ferguson
Paul Schrader,Ruby Dee,Fantasy Horror Thriller,Ed Begley Jr.,cat people,John Heard
Stewart Hendler,Margo Harshman,Horror Mystery,Julian Morris,sorority row,Rumer Willis
John Cromwell,Mary Astor,Adventure Drama Romance,David Niven,the prisoner of zenda,Ronald Colman
Craig Gillespie,Kelli Garner,Comedy Drama Romance,Ryan Gosling,lars and the real girl,Paul Schneider
Mark Herman,Sheila Hancock,Drama War,Richard Johnson,the boy in the striped pajamas,Cara Horgan
Lars von Trier,Udo Kier,Crime Drama Musical,Catherine Deneuve,dancer in the dark,Björk
Gillian Armstrong,Richard Roxburgh,Drama Romance,Tom Wilkinson,oscar and lucinda,Clive Russell
Abel Ferrara,Vincent Gallo,Crime Drama,Isabella Rossellini,the funeral,Gretchen Mol
Brian Koppelman,David Costabile,Comedy Drama Romance,Jenna Fischer,solitary man,Richard Schiff
Ethan Maniquis,Don Johnson,Action Crime Thriller,Robert De Niro,machete,Cheech Marin
George Hickenlooper,Eric Schweig,Biography Comedy Crime Drama,Kevin Spacey,casino jack,Christian Campbell
Don Bluth,Gabriel Damon,Adventure Animation Family,Judith Barsi,the land before time,Bill Erwin
Je-kyu Kang,Bin Won,Action Drama War,Min-sik Choi,tae guk gi: the brotherhood of war,Dong-gun Jang
William Dear,Cheech Marin,Comedy Drama Family Sport,Clifton Collins Jr.,the perfect game,Bruce McGill
William Friedkin,Linda Blair,Horror,Ellen Burstyn,the exorcist,Lee J. Cobb
Steven Spielberg,Robert Shaw,Adventure Drama Thriller,Roy Scheider,jaws,Murray Hamilton
Paul Weitz,Shannon Elizabeth,Comedy,Alyson Hannigan,american pie,Natasha Lyonne
Stéphane Aubier,Megan Mullally,Animation Comedy Crime Drama Family,Mackenzie Foy,ernest & celestine,Lambert Wilson
Michael Ritchie,Randall 'Tex' Cobb,Action Adventure Comedy Fantasy Mystery,Victor Wong,the golden child,Charlotte Lewis
Tim Story,Romany Malco,Comedy Romance,Chris Brown,think like a man,Regina Hall
Tim Story,Jason George,Comedy Drama,Sean Patrick Thomas,barbershop,Cedric the Entertainer
Nicholas Meyer,Kirstie Alley,Action Adventure Sci-Fi,Leonard Nimoy,star trek ii: the wrath of khan,Nichelle Nichols
Tom Shadyac,Udo Kier,Comedy,Sean Young,ace ventura: pet detective,David Margulies
John Badham,Barry Corbin,Sci-Fi Thriller,Matthew Broderick,wargames,Ally Sheedy
Peter Weir,Viggo Mortensen,Crime Drama Romance Thriller,Harrison Ford,witness,Lukas Haas
Mike McCoy,Jason Cottle,Action Adventure Drama Thriller War,Alex Veadov,act of valor,Rorke Denver
Anne Fletcher,Alyson Stoner,Crime Drama Music Romance,Channing Tatum,step up,Josh Henderson
Mike Judge,Demi Moore,Adventure Animation Comedy Crime,Bruce Willis,beavis and butt-head do america,John Doman
Quentin Tarantino,Sid Haig,Crime Thriller,Robert De Niro,jackie brown,Robert Forster
Jon Hurwitz,Eric Winter,Adventure Comedy,Danneel Ackles,harold & kumar escape from guantanamo bay,Beverly D'Angelo
Josh Trank,Alex Russell,Drama Sci-Fi Thriller,Michael Kelly,chronicle,Ashley Hinshaw
Barbra Streisand,Amy Irving,Drama Musical Romance,Miriam Margolyes,yentl,Steven Hill
Terry Gilliam,Michael Palin,Adventure Comedy Fantasy Sci-Fi,Shelley Duvall,time bandits,Kenny Baker
Tamra Davis,Katherine Boecher,Comedy Drama,Britney Spears,crossroads,Dave Allen
Nima Nourizadeh,Kirby Bliss Blanton,Comedy Crime,Dax Flame,project x,Oliver Cooper
Franklin J. Schaffner,Karl Malden,Biography Drama War,George C. Scott,patton,Bill Hickman
Mark Romanek,Gary Cole,Drama Thriller,Robin Williams,one hour photo,Connie Nielsen
John Erick Dowdle,Jay Hernandez,Horror Sci-Fi Thriller,Andrew Fiscella,quarantine,Dania Ramirez
David Moreau,Alessandro Nivola,Horror Mystery,Chloë Grace Moretz,the eye,Obba Babatundé
Christopher Erskin,Shannon Elizabeth,Comedy,Vanessa Williams,johnson family vacation,Shad Moss
Jesse Dylan,Fred Willard,Comedy Fantasy,Hector Elizondo,how high,T.J. Thyne
Brian Henson,Jerry Nelson,Comedy Drama Family Fantasy Musical,Steven Mackintosh,the muppet christmas carol,Steve Whitmire
Martin Campbell,Tobias Menzies,Action Adventure Thriller,Eva Green,casino royale,Ivana Milicevic
Julie Taymor,Roger Rees,Biography Drama Romance,Salma Hayek,frida,Valeria Golino
Dan Cutforth,Ashley Ashida Dixon,Documentary Music,Lexie Contursi,katy perry: part of me,Anthony Burrell
Josh Boone,Sam Trammell,Drama Romance,Shailene Woodley,the fault in our stars,Nat Wolff
John Dahl,Martin Landau,Crime Drama,Matt Damon,rounders,Gretchen Mol
Chris Rock,Romany Malco,Comedy Romance,Rosario Dawson,top five,J.B. Smoove
John Frankenheimer,Richard Dysart,Horror Sci-Fi,Talia Shire,prophecy,Robert Foxworth
David Koepp,Kathryn Erbe,Horror Mystery Thriller,Illeana Douglas,stir of echoes,Lusia Strus
Stephen Frears,Mare Winningham,Biography Drama,Steve Coogan,philomena,Peter Hermann
Mike Binder,Erika Christensen,Comedy Drama,Alicia Witt,the upside of anger,Joan Allen
Franklin J. Schaffner,Anne Meara,Drama Thriller,Laurence Olivier,the boys from brazil,Steve Guttenberg
Elizabeth Allen Rosenbaum,Joanna 'JoJo' Levesque,Comedy Family Fantasy Romance,Tammin Sursok,aquamarine,Dichen Lachman
Jake Schreier,Cara Delevingne,Drama Mystery Romance,Nat Wolff,paper towns,Meg Crosbie
Cheryl Dunye,Marsha Thomason,Comedy,Michael Imperioli,my baby's daddy,Bai Ling
Alexander Payne,Bruce Dern,Adventure Comedy Drama,Devin Ratray,nebraska,Will Forte
Ernest R. Dickerson,Jada Pinkett Smith,Action Fantasy Horror Thriller,CCH Pounder,tales from the crypt: demon knight,Gary Farmer
Tim Hill,Amber Valletta,Comedy Crime Family,Noel Fisher,max keeble's big move,Larry Miller
Jason Reitman,Patton Oswalt,Comedy Drama,Charlize Theron,young adult,Collette Wolfe
Mark Neveldine,Edi Gathegi,Action Crime Thriller,Jason Statham,crank,Jose Pablo Cantillo
Lionel C. Martin,Gilbert Gottfried,Comedy,Bernie Mac,how to be a player,Lark Voorhies
Richard LaGravenese,Eddie Cibrian,Comedy Drama Romance,Holly Hunter,living out loud,Jenette Goldstein
Sanaa Hamri,Laz Alonso,Comedy Romance Sport,Common,just wright,Mehcad Brooks
Jonathan Demme,Rosemarie DeWitt,Drama Romance,Anne Hathaway,rachel getting married,Bill Irwin
Bob Rafelson,Michael Lerner,Crime Drama Romance Thriller,Anjelica Huston,the postman always rings twice,John Colicos
Peter Webber,Colin Firth,Biography Drama Romance,Scarlett Johansson,girl with a pearl earring,Tom Wilkinson
Wolfgang Petersen,Martin Semmelrogge,Adventure Drama Thriller War,Jürgen Prochnow,das boot,Herbert Grönemeyer
John Lee Hancock,Marc Blucas,Drama History War Western,Dennis Quaid,the alamo,Jordi Mollà
Wallace Wolodarsky,Barry Watson,Comedy,Heather Matarazzo,sorority boys,Harland Williams
Richard Curtis,Tom Hollander,Drama Fantasy Romance,Tom Hughes,about time,Lindsay Duncan
Yimou Zhang,Andy Lau,Action Adventure Drama Romance,Takeshi Kaneshiro,house of flying daggers,Zhengyong Zhang
Nicholas Jarecki,Curtiss Cook,Drama Thriller,Nate Parker,arbitrage,Reg E. Cathey
Dean Israelite,Jonny Weston,Sci-Fi Thriller,Gary Weeks,project almanac,Sofia Black-D'Elia
Darnell Martin,Veronika Dash,Biography Drama Music,Cedric the Entertainer,cadillac records,Tammy Blanchard
Scott Alexander,Dave Chappelle,Comedy Crime,Sarah Silverman,screwed,Sherman Hemsley
Stuart Gordon,Kurtwood Smith,Action Crime Sci-Fi Thriller,Christopher Lambert,fortress,Clifton Collins Jr.
Christopher Guest,Catherine O'Hara,Comedy,John Michael Higgins,for your consideration,Ed Begley Jr.
Woody Allen,Aleksa Palladino,Comedy Drama,Melanie Griffith,celebrity,Greg Mottola
Ryan Murphy,Joseph Cross,Comedy Drama,Jill Clayburgh,running with scissors,Dagmara Dominczyk
Robert Iscove,Kelly Clarkson,Comedy Musical Romance,Anika Noni Rose,from justin to kelly,Brian Dietzen
Spike Lee,Debi Mazar,Comedy Drama,Michael Imperioli,girl 6,Gretchen Mol
Jane Campion,Nick Damici,Mystery Thriller,Jennifer Jason Leigh,in the cut,Susan Gardner
James Gray,Vinessa Shaw,Drama Romance,Isabella Rossellini,two lovers,Samantha Ivers
Fred Schepisi,Ray Winstone,Drama,Bob Hoskins,last orders,JJ Feild
Joon-ho Bong,Kang-ho Song,Comedy Drama Horror Sci-Fi,Doona Bae,the host,Ah-sung Ko
Roger Spottiswoode,Treat Williams,Adventure Crime Thriller,Robert Duvall,the pursuit of d.b. cooper,Paul Gleason
Antonia Bird,Jeffrey Jones,Fantasy Horror Thriller,Jeremy Davies,ravenous,David Arquette
Jon Poll,Megan Park,Comedy Drama Romance,Robert Downey Jr.,charlie bartlett,Hope Davis
Paolo Sorrentino,Sabrina Ferilli,Drama,Toni Servillo,the great beauty,Serena Grandi
Peter Care,Michael Harding,Comedy Drama,Kieran Culkin,the dangerous lives of altar boys,Jake Richardson
Chan-wook Park,Alden Ehrenreich,Drama Thriller,Mia Wasikowska,stoker,Harmony Korine
Kar-Wai Wong,Tony Chiu Wai Leung,Drama Romance Sci-Fi,Li Gong,2046,Maggie Cheung
Ira Sachs,Erin Boyes,Crime Drama Romance,David Richmond-Peck,married life,Timothy Webber
Carroll Ballard,Hope Davis,Adventure Drama Family,Eamonn Walker,duma,Campbell Scott
Neil Jordan,Stephen Rea,Drama Mystery Romance,Tony Curran,ondine,Alicja Bachleda
Takeshi Kitano,Tatyana Ali,Crime Drama Thriller,Omar Epps,brother,James Shigeta
Anthony Russo,Isaiah Washington,Comedy Crime,Michael Jeter,welcome to collinwood,Andy Davoli
Sidney Lumet,Anne Bancroft,Comedy Drama,Kyra Sedgwick,critical care,Albert Brooks
Vadim Perelman,Lynn Cohen,Drama Mystery Thriller,Eva Amurri Martino,the life before her eyes,Brett Cullen
Lawrence Kasdan,Mark Duplass,Comedy Drama Romance,Dianne Wiest,darling companion,Sam Shepard
Marco Kreuzpaintner,Kate del Castillo,Crime Drama Thriller,Zack Ward,trade,Alicja Bachleda
Lajos Koltai,Péter Fancsikai,Drama Romance War,Marcell Nagy,fateless,Bálint Péntek
Alan Rudolph,Albert Finney,Comedy,Bruce Willis,breakfast of champions,Omar Epps
Yimou Zhang,Ni Yan,Comedy Drama,Honglei Sun,"a woman, a gun and a noodle shop",Dahong Ni
Vincenzo Natali,Jeremy Northam,Mystery Romance Sci-Fi Thriller,David Hewlett,cypher,Kari Matchett
Chuan Lu,Yuanyuan Gao,Drama History War,Ye Liu,city of life and death,Ryu Kohata
Tim Johnson,Matt Jones,Adventure Animation Comedy Family Fantasy Sci-Fi,Jim Parsons,home,April Winchell
Lijun Sun,Tom Arnold,Action Adventure Animation Comedy Family,Jon Heder,legend of kung fu rabbit,Rebecca Black
Takashi Yamazaki,Meisa Kuroki,Action Adventure Drama Sci-Fi,Takuya Kimura,space battleship yamato,Hiroyuki Ikeuchi
Renny Harlin,Kenneth Cranham,Action Drama War,Richard Coyle,5 days of war,Ana Imnadze
Christopher Smith,Michael Dorman,Fantasy Mystery Thriller,Rachael Carpani,triangle,Emma Lung
Timothy Hines,Kelly LeBrock,Drama,Christopher Lambert,10 days in a madhouse,Alexandra Callas
Randall Wallace,Connor Corum,Biography Drama,Jacob Vargas,heaven is for real,Rob Moran
Guy Ritchie,Brad Pitt,Comedy Crime,Jason Statham,snatch,Jason Flemyng
David Winters,Matt Marr,Family Musical,Gary Daniels,dancin' it's on,Ginger Jensen
Mary Lambert,Fred Gwynne,Fantasy Horror,Miko Hughes,pet sematary,Denise Crosby
Akira Kurosawa,Tetsu Watanabe,Drama,Tatsuo Matsumura,madadayo,Akira Terao
Jamie Thraves,Caroline Dhavernas,Drama Thriller,Paddy Considine,the cry of the owl,Charlotte Sullivan
Mabel Cheung,Ching Wan Lau,Drama,Wei Tang,a tale of three cities,Hailu Qin
Joe Dante,Harry Carey Jr.,Comedy Fantasy Horror,Phoebe Cates,gremlins,Zach Galligan
George Lucas,Peter Cushing,Action Adventure Fantasy Sci-Fi,Harrison Ford,star wars: episode iv - a new hope,Kenny Baker
Dan Mazer,Zoey Deutch,Comedy,Robert De Niro,dirty grandpa,Jason Mantzoukas
David Lean,Klaus Kinski,Drama Romance War,Julie Christie,doctor zhivago,Geraldine Chaplin
Stephen Daldry,Selton Mello,Adventure Crime Drama Mystery Thriller,Wagner Moura,trash,Daniel Zettel
Kenny Ortega,Matt Prokop,Comedy Drama Family Music Musical Romance,Lucas Grabeel,high school musical 3: senior year,Corbin Bleu
David O. Russell,Jack McGee,Biography Drama Sport,Christian Bale,the fighter,Melissa McMeekin
Jeff Tremaine,Steve-O,Action Comedy Documentary,Bam Margera,jackass number two,Chris Pontius
Jonathan Lynn,Bruce McGill,Comedy Crime,Fred Gwynne,my cousin vinny,Lane Smith
R.J. Cutler,Mireille Enos,Drama Fantasy Music Romance,Chloë Grace Moretz,if i stay,Stacy Keach
Brian Trenchard-Smith,Damien Garvey,Action Comedy Crime,Zoe Ventoura,drive hard,Christopher Sommers
David S. Ward,Tom Berenger,Comedy Sport,Corbin Bernsen,major league,Rene Russo
Oliver Parker,Rupert Everett,Comedy,Lily Cole,st. trinian's,Tamsin Egerton
Joel Schumacher,John Enos III,Crime Thriller,Radha Mitchell,phone booth,Richard T. Jones
Adam Shankman,Peter Coyote,Drama Romance,Lauren German,a walk to remember,Paz de la Huerta
Tim Robbins,Celia Weston,Crime Drama,Lois Smith,dead man walking,Robert Prosky
Roger Kumble,Sean Patrick Thomas,Drama Romance,Sarah Michelle Gellar,cruel intentions,Eric Mabius
Kevin Greutert,Shawnee Smith,Horror Mystery,Costas Mandylor,saw vi,George Newbern
Mel Brooks,Sid Caesar,Comedy,Madeline Kahn,history of the world: part i,Dom DeLuise
Gina Prince-Bythewood,Alicia Keys,Drama,Nate Parker,the secret life of bees,Jennifer Hudson
Rob Pritts,Vinessa Shaw,Comedy Crime,Vincent Pastore,corky romano,Peter Berg
Brian De Palma,Gabrielle Carteris,Crime Drama Thriller,Steven Bauer,raising cain,Gregg Henry
Norman Jewison,Peter Boyle,Drama,Sylvester Stallone,f.i.s.t.,Rod Steiger
Tobe Hooper,Bud Cort,Horror Sci-Fi,Louise Fletcher,invaders from mars,William Bassett
John Crowley,Fiona Glascott,Drama Romance,Julie Walters,brooklyn,Eva Birthistle
Stanley Kubrick,Steven Berkoff,Adventure Drama History War,Ryan O'Neal,barry lyndon,Hardy Krüger
Brendan Malloy,Jason London,Comedy Sport,Lee Majors,out cold,Thomas Lennon
Reginald Hudlin,John Witherspoon,Comedy,Will Ferrell,the ladies man,Tim Meadows
Dustin Hoffman,Sheridan Smith,Comedy Drama,Luke Newberry,quartet,Pauline Collins
Gregory Poirier,Jake Busey,Comedy,Shannon Elizabeth,tomcats,David Ogden Stiers
Bill Paxton,Powers Boothe,Crime Drama Thriller,Matthew McConaughey,frailty,Matt O'Leary
Simon Curtis,Frances Fisher,Biography Drama History,Ryan Reynolds,woman in gold,Elizabeth McGovern
