director_name,actor_2_name,genres,actor_1_name,movie_title,actor_3_name
Pedro Almodóvar,Lola Dueñas,Comedy Crime Drama Mystery,Carmen Maura,volve,Antonio de la Torre
Gerald Potterton,Joe Flaherty,Adventure Animation Fantasy Horror Sci-Fi,John Vernon,heavy meta,Don Francks
Jared Hess,Michael Angarano,Adventure Comedy Sci-Fi,Jizelle Jade,gentlemen bronco,Héctor Jiménez
Richard Loncraine,Jim Broadbent,Drama War,Robert Downey Jr.,richard ii,Kristin Scott Thomas
David Hackl,Michaela McManus,Action Horror Thriller,Scott Glenn,into the grizzly maz,Luisa D'Oliveira
Anurag Basu,Steven Michael Quezada,Action Drama Romance Thriller,Bárbara Mori,kite,Kabir Bedi
Lars von Trier,Kirsten Dunst,Drama Sci-Fi,Alexander Skarsgård,melancholi,Charlotte Rampling
Kriv Stenders,Keisha Castle-Hughes,Biography Comedy Drama Family Romance,Noah Taylor,red do,Luke Ford
Yash Chopra,Katrina Kaif,Drama Romance,Shah Rukh Khan,jab tak hai jaa,Vic Waghorn
Ridley Scott,Yaphet Kotto,Horror Sci-Fi,Tom Skerritt,alie,Bolaji Badejo
Tobe Hooper,Edwin Neal,Horror Thriller,Gunnar Hansen,the texas chain saw massacr,Marilyn Burns
Floria Sigismondi,Scout Taylor-Compton,Biography Drama Music,Kristen Stewart,the runaway,Johnny Lewis
Norman Jewison,Paul Michael Glaser,Drama Family Musical Romance,Topol,fiddler on the roo,Rosalind Harris
Terence Young,Earl Cameron,Action Adventure Thriller,Desmond Llewelyn,thunderbal,Lois Maxwell
Joseph Kahn,Shanley Caswell,Comedy Horror Sci-Fi,Josh Hutcherson,detentio,Parker Bagley
Ferzan Ozpetek,Alessandro Preziosi,Comedy Drama Romance,Riccardo Scamarcio,loose cannon,Lunetta Savino
F. Gary Gray,Jada Pinkett Smith,Action Crime Drama Romance Thriller,Vivica A. Fox,set it of,Blair Underwood
Malcolm D. Lee,Sanaa Lathan,Comedy Drama,Harold Perrineau,the best ma,Jarrod Bunch
Tom Holland,Alex Vincent,Fantasy Horror,Catherine Hicks,child's pla,Dinah Manoff
Michael Moore,Tucker Albrizzi,Documentary Drama,Michael Moore,sick,Bill Clinton
James DeMonaco,Zach Gilford,Action Horror Sci-Fi Thriller,Noel Gugliemi,the purge: anarch,Roberta Valderrama
Kris Isacsson,Lauren German,Comedy Drama Romance,Rosario Dawson,down to yo,Shawn Hatosy
Danny Leiner,Fred Willard,Adventure Comedy,Ethan Embry,harold & kumar go to white castl,Paula Garcés
Rod Lurie,Gary Oldman,Drama Thriller,Jeff Bridges,the contende,William Petersen
Ben Younger,Nia Long,Crime Drama Thriller,Vin Diesel,boiler roo,Herbert Russell
John Landis,Denholm Elliott,Comedy,Don Ameche,trading place,Ralph Bellamy
Glen Morgan,Crystal Lowe,Horror,Oliver Hudson,black christma,Andrea Martin
Daniel Taplitz,Tate Taylor,Comedy Romance,Jennifer Esposito,breakin' all the rule,Patrick Cranshaw
Kenneth Branagh,Derek Jacobi,Action Biography Drama History Romance War,Brian Blessed,henry ,Danny Webb
Tamara Jenkins,David Zayas,Comedy Drama,Philip Seymour Hoffman,the savage,Gbenga Akinnagbe
Linda Mendoza,Freddy Rodríguez,Comedy Romance,Carlos Ponce,chasing pap,Maria Conchita Alonso
Christopher McQuarrie,Nicky Katt,Action Crime Drama Thriller,Kristin Lehman,the way of the gu,Dylan Kussman
Burr Steers,Rory Culkin,Comedy Drama,Kieran Culkin,igby goes dow,Bill Irwin
Hart Bochner,Matt Ross,Comedy,Jon Favreau,pc,Chris Young
Michael O. Sajbel,Drew Fuller,Drama Family Romance,Bill Cobbs,the ultimate gif,Mircea Monroe
,Katherine Kelly Lang,Drama Romance,Ronn Moss,the bold and the beautiful           ,Hunter Tylo
Stewart Raffill,John Carradine,Action Adventure Comedy Romance Sci-Fi,Anjelica Huston,the ice pirate,Robert Urich
Davis Guggenheim,John Doman,Biography Drama Sport,Emma Bell,graci,Carly Schroeder
Bart Freundlich,Garry Shandling,Comedy Drama Romance,Billy Crudup,trust the ma,Dagmara Dominczyk
Andrew Fleming,Amy Poehler,Comedy Music,Steve Coogan,hamlet ,David Arquette
Todd Haynes,Eddie Izzard,Drama Music,Christian Bale,velvet goldmin,Janet McTeer
Hong-jin Na,Jun Kunimura,Fantasy Horror Mystery Thriller,Jung-min Hwang,the wailin,Woo-hee Chun
Kevin Tancharoen,Heather Morris,Documentary Music,Lea Michele,glee: the 3d concert movi,Kevin McHale
Chatrichalerm Yukol,Chatchai Plengpanich,Action Adventure Drama History War,Sarunyu Wongkrachang,the legend of suriyotha,Mai Charoenpura
Dario Argento,Adrienne Barbeau,Horror,John Amos,two evil eye,Sally Kirkland
Eric Lavaine,Julie Engelbrecht,Comedy,Lambert Wilson,barbecu,Lionel Abelanski
Mike Leigh,Ruth Sheen,Drama,Lesley Manville,all or nothin,Gary McDonald
Marc Forby,Will Patton,Drama,Q'orianka Kilcher,princess kaiulan,Shaun Evans
Peter Cattaneo,Vince Colosimo,Drama Family,Jacqueline McKenzie,opal drea,Peter Callan
Scott Mann,Joshua Mikel,Action Crime Thriller,Robert De Niro,heis,D.B. Sweeney
Ole Christian Madsen,Thure Lindhardt,Drama History Thriller War,Lars Mikkelsen,flame and citro,Christian Berkel
Meiert Avis,Kip Pardue,Comedy Music Romance,Fisher Stevens,undiscovere,Perrey Reeves
Julian Jarrold,Warren Clarke,Crime Drama Mystery Thriller,Andrew Garfield,red riding: in the year of our lord 197,John Henshaw
André Téchiné,Ronit Elkabetz,Drama,Catherine Deneuve,the girl on the trai,Émilie Dequenne
Emily Young,Erika Christensen,Drama Romance,Sarah Michelle Gellar,veronika decides to di,Jonathan Tucker
Peter Faiman,Linda Kozlowski,Adventure Comedy,Paul Hogan,crocodile dunde,David Gulpilil
Martyn Pick,Steven Waddington,Action Animation Fantasy Horror Mystery Sci-Fi Thriller,Sean Pertwee,"ultramarines: a warhammer 40,000 movi",Donald Sumpter
Roland Suso Richter,Sarah Polley,Mystery Sci-Fi Thriller,Stephen Graham,the i insid,Stephen Rea
Jeremy Sims,Gyton Grantley,Drama History War,Harrison Gilbertson,beneath hill 6,Steve Le Marquand
Maïwenn,Maïwenn,Crime Drama,Riccardo Scamarcio,poliss,Karin Viard
Joby Harold,Fisher Stevens,Crime Mystery Thriller,Hayden Christensen,awak,Denis O'Hare
,James Arnold Taylor,Action Adventure Animation Drama Fantasy Sci-Fi,Dee Bradley Baker,star wars: the clone wars           ,Tom Kane
Ekachai Uekrongtham,Mike Dopud,Action Crime Thriller,Michael Jai White,skin trad,Celina Jade
Joel Schumacher,Jami Gertz,Comedy Fantasy Horror,Dianne Wiest,the lost boy,Jason Patric
Scott Cooper,Beth Grant,Drama Music Romance,Jeff Bridges,crazy hear,Debrianna Mansini
Mark Rydell,Frederic Forrest,Drama Music Romance,David Keith,the ros,Alan Bates
David E. Talbert,Christina Milian,Comedy,Djimon Hounsou,baggage clai,Boris Kodjoe
Roger Vadim,David Hemmings,Adventure Comedy Fantasy Sci-Fi,Jane Fonda,barbarell,Milo O'Shea
Nils Gaup,Louisa Milwood-Haigh,Adventure Family,Bjørn Sundquist,shipwrecke,Stian Smestad
Alexander Payne,Chris Klein,Comedy Drama,Matthew Broderick,electio,Molly Hagan
Mira Nair,Brooke Smith,Drama,Jacinda Barrett,the namesak,Tabu
Ari Sandel,Romany Malco,Comedy,Bella Thorne,the duf,Skyler Samuels
Vondie Curtis-Hall,Max Beesley,Drama Music Romance,Mariah Carey,glitte,Valarie Pettiford
Tom Elkins,Cicely Tyson,Drama Horror Mystery Thriller,Abigail Spencer,the haunting in connecticut 2: ghosts of georgi,Brad James
Woo-Suk Kang,Sung-kee Ahn,Action Drama,Yu-mi Jeong,silmid,Kyung-gu Sol
Jane Campion,Paul Schneider,Biography Drama Romance,Abbie Cornish,bright sta,Samuel Roukin
Karan Johar,Jimmy Shergill,Adventure Drama Thriller,Shah Rukh Khan,my name is kha,Christopher B. Duncan
Herbert Ross,Chris Penn,Drama Music Romance,Dianne Wiest,footloos,Lori Singer
J.C. Chandor,unknown,Action Adventure Drama,Robert Redford,all is los,unknown
John Sayles,Casey Siemaszko,Adventure Drama Thriller,Mary Elizabeth Mastrantonio,limb,Vanessa Martinez
Vipul Amrutlal Shah,Clive Standen,Comedy Drama Romance,Katrina Kaif,namastey londo,Riteish Deshmukh
Ken Loach,Orla Fitzgerald,Drama War,Padraic Delaney,the wind that shakes the barle,Martin Lucey
Ayan Mukerji,Madhuri Dixit,Comedy Drama Musical Romance,Ranbir Kapoor,yeh jawaani hai deewan,Aditya Roy Kapoor
John G. Avildsen,William Zabka,Action Drama Family Sport,Martin Kove,the karate ki,William Bassett
Mervyn LeRoy,Deborah Kerr,Biography Drama History Romance,Peter Ustinov,quo vadi,Robert Taylor
Darren Lynn Bousman,Paris Hilton,Horror Musical Sci-Fi,Alexa PenaVega,repo! the genetic oper,Paul Sorvino
Serdar Akar,Bergüzar Korel,Action Adventure,Necati Sasmaz,valley of the wolves: ira,Ghassan Massoud
Quentin Tarantino,Eric Stoltz,Crime Drama,Bruce Willis,pulp fictio,Phil LaMarr
James Frawley,Jim Henson,Adventure Comedy Family Musical,Madeline Kahn,the muppet movi,Dom DeLuise
Dan Gilroy,Michael Papajohn,Crime Drama Thriller,Jake Gyllenhaal,nightcrawle,James Huang
Jay Chandrasekhar,Lindsay Price,Comedy Horror Thriller,Brittany Daniel,club drea,Jay Chandrasekhar
Robert Wise,Angela Cartwright,Biography Drama Family Musical Romance,Eleanor Parker,the sound of musi,Nicholas Hammond
Ron Howard,Howard Morris,Comedy Fantasy Romance,Tom Hanks,splas,Patrick Cronin
Jonathan Dayton,Steven Christopher Parker,Comedy Drama,Steve Carell,little miss sunshin,Jill Talley
Rob Reiner,Frances Lee McCain,Adventure Drama,Marshall Bell,stand by m,Casey Siemaszko
Danny Boyle,Megan Burns,Drama Horror Sci-Fi Thriller,Noah Huntley,28 days later..,David Schneider
Chris Stokes,Marques Houston,Drama Music,Jennifer Freeman,you got serve,Steve Harvey
Don Siegel,Patrick McGoohan,Biography Crime Drama,Clint Eastwood,escape from alcatra,Fred Ward
Rick Famuyiwa,Sanaa Lathan,Comedy Drama Music Romance,Boris Kodjoe,brown suga,Wendell Pierce
Martin Lawrence,Lynn Whitfield,Comedy Crime Drama Romance Thriller,Faizon Love,a thin line between love and hat,Della Reese
Jonathan Levine,Anna Kendrick,Comedy Drama Romance,Joseph Gordon-Levitt,50/5,Bryce Dallas Howard
Masayuki Ochiai,David Denman,Horror Mystery Thriller,James Kyson,shutte,Daisy Betts
George A. Romero,Hal Holbrook,Comedy Fantasy Horror,Ted Danson,creepsho,Adrienne Barbeau
Tom Gormican,Lola Glaudini,Comedy Romance,Mackenzie Davis,that awkward momen,Josh Pais
Ken Shapiro,Dabney Coleman,Comedy Fantasy Sci-Fi,Brian Doyle-Murray,modern problem,Mary Kay Place
Justin Tipping,Natalie Stephany Aguilar,Adventure,Tina Gilton,kick,Justin Hall
Kenneth Branagh,Denzel Washington,Comedy Drama Romance,Keanu Reeves,much ado about nothin,Brian Blessed
Peter R. Hunt,George Lazenby,Action Adventure Thriller,Telly Savalas,on her majesty's secret servic,Desmond Llewelyn
,Philip Winchester,Action Crime Drama Thriller,Nick Wechsler,the player           ,Jeff Marlow
Wes Craven,Heather Langenkamp,Fantasy Horror Mystery Thriller,Miko Hughes,new nightmar,Tracy Middendorf
John Schultz,Mark Webber,Comedy Drama Romance,Stephen Collins,drive me craz,Keri Lynn Pratt
Doug Atchison,Sean Michael Afable,Drama,Curtis Armstrong,akeelah and the be,Tzi Ma
Tamra Davis,Harland Williams,Comedy Crime,Dave Chappelle,half bake,Clarence Williams III
Jonas Elmer,Frances Conroy,Comedy Romance,J.K. Simmons,new in tow,Harry Connick Jr.
Stephen Gaghan,Amr Waked,Drama Thriller,Matt Damon,syrian,Kayvan Novak
Mary Harron,Justin Theroux,Crime Drama,Christian Bale,american psych,Samantha Mathis
Miguel Arteta,Zooey Deschanel,Drama Romance,Jake Gyllenhaal,the good gir,Tim Blake Nelson
Erik Canuel,Richard Howland,Action Comedy Crime Thriller,Colm Feore,bon cop bad co,Sarain Boylan
Troy Duffy,Julie Benz,Action Crime Thriller,Norman Reedus,the boondock saints ii: all saints da,Clifton Collins Jr.
James Ivory,Omar Metwally,Drama Romance,Alexandra Maria Lara,the city of your final destinatio,Diego Velazquez
Nicole Holofcener,Ben Falcone,Comedy Drama Romance,Christopher Nicholas Smith,enough sai,Michaela Watkins
Will Gluck,Dan Byrd,Comedy Romance,Emma Stone,easy ,Fred Armisen
Matty Rich,Joe Morton,Comedy Drama Romance,Jada Pinkett Smith,the inkwel,Larenz Tate
E. Elias Merhige,Udo Kier,Drama Horror,Eddie Izzard,shadow of the vampir,Catherine McCormack
Joe Nussbaum,Thomas McDonell,Comedy Drama,Cameron Monaghan,pro,Aimee Teegarden
Matt Reeves,Michael Rapaport,Comedy Romance,Mark Margolis,the pallbeare,Carol Kane
Steve Rash,Nia Long,Comedy,Barry Corbin,held u,Jake Busey
Fina Torres,John de Lancie,Comedy Fantasy Romance,Harold Perrineau,woman on to,Mark Feuerstein
James Ivory,Vanessa Redgrave,Drama Romance,Anthony Hopkins,howards en,Samuel West
,Joseph Gilgun,Adventure Drama Fantasy Mystery,Dominic Cooper,preacher           ,Ruth Negga
Duke Johnson,Tom Noonan,Animation Comedy Drama Romance,Jennifer Jason Leigh,anomalis,David Thewlis
Mike Leigh,Imelda Staunton,Comedy Drama,Jim Broadbent,another yea,Phil Davis
François Ozon,Isabelle Huppert,Comedy Crime Musical Romance,Catherine Deneuve,8 wome,Emmanuelle Béart
Mark L. Lester,Tia Carrere,Action Comedy Crime Thriller,Cary-Hiroyuki Tagawa,showdown in little toky,Vernee Watson
David Dobkin,Vince Vieluf,Comedy Crime,Janeane Garofalo,clay pigeon,Kevin Rahm
Anna Boden,Jeremy Davies,Comedy Drama Romance,Zoë Kravitz,it's kind of a funny stor,Jim Gaffigan
Nigel Cole,Robbie Kay,Biography Comedy Drama History,Bob Hoskins,made in dagenha,Sally Hawkins
Anand Tucker,Jim Broadbent,Biography Drama,Colin Firth,when did you last see your father,Gina McKee
Steve James,Laurel Holloman,Biography Drama Romance Sport,Kurtwood Smith,prefontain,Amy Locane
Michael Winner,Marina Sirtis,Adventure Drama,Faye Dunaway,the wicked lad,John Gielgud
Tomm Moore,Mick Lally,Adventure Animation Family Fantasy,Sean Lennon,the secret of kell,Evan McGuire
John Carney,Karen Pittman,Drama Music,James Corden,begin agai,Mary Catherine Garrison
David Jacobson,Bruce Dern,Drama Romance Thriller,Hunter Parrish,down in the valle,Rory Culkin
Michael Corrente,Tony Devon,Crime Drama,Jerry Ferrara,brooklyn rule,Alexa Havins
Edward Hall,Hayley Atwell,Drama Romance,Rufus Sewell,restles,Charlotte Rampling
Keith Gordon,Robin Wright,Comedy Crime Musical Mystery,Robert Downey Jr.,the singing detectiv,Alfre Woodard
David Leland,Catherine McCormack,Drama Romance War,Anna Friel,the land girl,Steven Mackintosh
Andrew Currie,Henry Czerny,Comedy Drama Horror Sci-Fi,Alexia Fast,fid,Kesun Loder
Andrew Wilson,Eddie Griffin,Comedy Drama Romance,Will Ferrell,the wendell baker stor,Jacob Vargas
Jonathan Lynn,Rupert Everett,Action Comedy Crime,Rupert Grint,wild targe,Geoff Bell
Marc Schölermann,Larry Drake,Crime Horror Thriller,John de Lancie,patholog,Johnny Whitworth
,Jack O'Connell,Drama Romance,Tom Hardy,wuthering heights           ,Kevin McNally
Robert Moresco,Brad Renfro,Crime Drama Thriller,Brian Dennehy,10th & wol,Dash Mihok
Thomas Vinterberg,Chris Owen,Comedy Crime Drama Romance,Michael Angarano,dear wend,William Hootkins
Claudia Llosa,Zen McGrath,Drama,Ian Tracey,alof,William Shimell
Katsuhiro Ôtomo,Takeshi Kusao,Action Animation Sci-Fi,Mitsuo Iwata,akir,Tesshô Genda
John Herzfeld,Olivia Wilde,Action Crime Thriller,Paul Walker,the death and life of bobby ,Jason Flemyng
Charles Binamé,Roy Dupuis,Biography Drama Sport,Stephen McHattie,the rocket: the legend of rocket richar,Julie LeBreton
Keith Parmer,Josh Henderson,Action Crime Drama Thriller,Rachel Ann Mullins,swelte,Grant Bowler
Dennie Gordon,Ruby Lin,Action Adventure Comedy Romance,Leehom Wang,my lucky sta,Jack Kao
Ol Parker,Ben Miles,Comedy Drama Romance,Celia Imrie,imagine me & yo,Darren Boyd
Bruce Beresford,Lucy Fry,Drama,Mckenna Grace,mr. churc,Natalie Coughlin
François Ozon,Ludivine Sagnier,Crime Drama Mystery Thriller,Charlotte Rampling,swimming poo,Jean-Claude Lecas
James Nunn,Mark Wingett,Action Drama,Spencer Wilding,green street 3: never back dow,Kacey Clarke
David Webb Peoples,Joan Chen,Action Sci-Fi Sport,Delroy Lindo,the blood of heroe,Anna Katarina
Michael Winnick,Helena Mattsson,Action,Scott Takeda,code of hono,Craig Sheffer
Bruce Beresford,Jessica Tandy,Comedy Drama Family,Morgan Freeman,driving miss dais,Patti LuPone
George Tillman Jr.,Mekhi Phifer,Comedy Drama,Vanessa Williams,soul foo,Vivica A. Fox
Stanley Tong,Anita Mui,Action Comedy,Françoise Yip,rumble in the bron,Garvin Cross
David Oelhoffen,Reda Kateb,Drama War Western,Viggo Mortensen,far from me,Ángela Molina
Jason Reitman,Cameron Bright,Comedy Drama,J.K. Simmons,thank you for smokin,Todd Louiso
Eli Roth,Lauren German,Horror,Jay Hernandez,hostel: part i,Stanislav Ianevski
Lone Scherfig,Olivia Williams,Drama,Dominic Cooper,an educatio,Ellie Kendrick
Anand Tucker,Bridgette Wilson-Sampras,Drama Romance,Frances Conroy,shopgir,Clyde Kusatsu
Tony Richardson,Beau Bridges,Comedy Drama Romance,Joely Richardson,the hotel new hampshir,Nastassja Kinski
Joe Carnahan,Chi McBride,Crime Drama Mystery Thriller,Jason Patric,nar,Alan Van Sprang
Paul Gross,Paul Gross,Comedy Drama Romance Sport,Molly Parker,men with broom,Kari Matchett
Charles Robert Carner,Jenny McCarthy,Comedy Crime,Ivana Milicevic,witless protectio,Richard Bull
Russell Holt,Brenda Strong,Drama Romance,Eric Johnson,the work and the glor,Tiffany Dupont
Mike Judge,Mila Kunis,Comedy Crime Romance,J.K. Simmons,extrac,Clifton Collins Jr.
Larry Charles,Cheech Marin,Comedy Drama Music,Jeff Bridges,masked and anonymou,Bruce Dern
Claude Miller,Edouard Baer,Comedy Crime Drama Romance Thriller,Sandrine Kiberlain,alias bett,Roschdy Zem
Michael Winterbottom,Om Puri,Drama Romance Sci-Fi Thriller,Samantha Morton,code 4,Natalie Mendoza
Sacha Bennett,Jenny Agutter,Comedy,Bob Hoskins,outside be,Vincent Regan
Paul Haggis,Loretta Devine,Crime Drama Thriller,Don Cheadle,cras,Jennifer Esposito
Rodrigo García,Michael McElhatton,Drama,Mia Wasikowska,albert nobb,Mark Williams
Jeta Amata,Nathin Butler,Action Crime Drama Thriller,Akon,black novembe,Razaaq Adoti
Siddharth Anand,Mary Goggin,Comedy Family Romance,Saif Ali Khan,ta ra rum pu,Vic Aviles
Vincent Paronnaud,Gena Rowlands,Animation Biography Drama War,Catherine Deneuve,persepoli,Danielle Darrieux
Joe Dante,Teri Polo,Adventure Fantasy Thriller,Bruce Dern,the hol,Haley Bennett
Dennis Gansel,Elyas M'Barek,Drama Thriller,Max Riemelt,the wav,Jennifer Ulrich
Nicolas Winding Refn,Bella Heathcote,Horror Thriller,Keanu Reeves,the neon demo,Charles Baker
Daniel Barber,Jack O'Connell,Action Crime Drama Thriller,Joseph Gilgun,harry brow,Sean Harris
Sam Raimi,James Franco,Action Adventure Romance,J.K. Simmons,spider-man ,Kirsten Dunst
Robert Marcarelli,William Hootkins,Action Adventure Fantasy Sci-Fi Thriller,George Coe,the omega cod,Ayla Kell
Jason Reitman,Jennifer Garner,Comedy Drama Romance,J.K. Simmons,jun,Rainn Wilson
Ernie Barbarash,Aki Aleong,Action Thriller,Darren Shahlavi,pound of fles,Brahim Achabbakhe
Guy Hamilton,Lois Maxwell,Action Adventure Thriller,Desmond Llewelyn,diamonds are foreve,Jill St. John
Francis Ford Coppola,Marlon Brando,Crime Drama,Al Pacino,the godfathe,Robert Duvall
Adrian Lyne,Cynthia Rhodes,Drama Music Romance,Michael Nouri,flashdanc,Lee Ving
Marc Webb,Chloë Grace Moretz,Comedy Drama Romance,Joseph Gordon-Levitt,500 days of summe,Zooey Deschanel
Jane Campion,Ian Mune,Drama Music Romance,Holly Hunter,the pian,Geneviève Lemon
Steven Soderbergh,Alex Pettyfer,Comedy Drama,Channing Tatum,magic mik,Matthew McConaughey
Jonathan Liebesman,Emma Caulfield,Horror Mystery Thriller,Sullivan Stapleton,darkness fall,Angus Sampson
Guy Hamilton,Geoffrey Holder,Action Adventure Thriller,Yaphet Kotto,live and let di,Clifton James
Jay Russell,Frankie Muniz,Drama Family Sport,Clint Howard,my dog ski,Cody Linley
Adam Brooks,Sakina Jaffrey,Comedy Drama Romance,Ryan Reynolds,"definitely, mayb",Paulina Gerzon
Salim Akil,Loretta Devine,Comedy Drama,Gary Dourdan,jumping the broo,Laz Alonso
Baz Luhrmann,Elizabeth Debicki,Drama Romance,Leonardo DiCaprio,the great gatsb,Steve Bisley
George Clooney,Tate Donovan,Biography Drama History,Robert Downey Jr.,"good night, and good luck",Alex Borstein
Bennett Miller,Michael J. Burg,Biography Crime Drama,Philip Seymour Hoffman,capot,Kwesi Ameyaw
Robert Rodriguez,Steve Buscemi,Action Crime Thriller,Quentin Tarantino,desperad,Salma Hayek
Michael Winterbottom,Sarah Polley,Drama Romance Western,Milla Jovovich,the clai,Shirley Henderson
,Adam Goldberg,Crime Drama Thriller,Kirsten Dunst,fargo           ,Oliver Platt
Michael Anderson,Jenny Agutter,Action Adventure Sci-Fi,Farrah Fawcett,logan's ru,Peter Ustinov
Guy Hamilton,Hervé Villechaize,Action Adventure Thriller,Christopher Lee,the man with the golden gu,Desmond Llewelyn
Craig R. Baxley,Vanity,Action Comedy Crime Thriller,Bill Duke,action jackso,Carl Weathers
Neil Marshall,Shauna Macdonald,Adventure Horror Thriller,MyAnna Buring,the descen,Craig Conway
Don Kempf,Michael Jordan,Documentary Sport,Bill Murray,michael jordan to the ma,Bob Costas
Matt Bettinelli-Olpin,Allison Miller,Horror Mystery,Zach Gilford,devil's du,Vanessa Ray
David O. Russell,Mary Tyler Moore,Comedy,Lily Tomlin,flirting with disaste,David Patrick Kelly
Rob Zombie,Ken Foree,Crime Horror,Sid Haig,the devil's reject,Lew Temple
,Alyson Hannigan,Action Drama Fantasy Romance,Sarah Michelle Gellar,buffy the vampire slayer           ,Emma Caulfield
Rick Famuyiwa,Rick Fox,Comedy Crime Drama,Kimberly Elise,dop,Kiersey Clemons
Michael Rymer,Omar Epps,Crime Drama Thriller,LL Cool J,in too dee,Nia Long
Sam Mendes,Helen McCrory,Action Adventure Thriller,Albert Finney,skyfal,Rory Kinnear
Rob Zombie,Matthew McGrory,Horror,Sid Haig,house of 1000 corpse,Erin Daniels
Sharron Miller,Elizabeth MacRae,Horror,Bernard Fox,alien zon,Charles Aidman
Ethan Coen,Fred Melamed,Comedy Drama,Michael Stuhlbarg,a serious ma,Peter Breitmayer
Aaron Schneider,Robert Duvall,Drama Mystery,Bill Murray,get lo,Bill Cobbs
Steve Miner,Richard E. Grant,Action Fantasy Horror Thriller,Julian Sands,warloc,Lori Singer
Gina Prince-Bythewood,Nate Parker,Drama Music,Minnie Driver,beyond the light,Darryl Stephens
Tom Ford,Teddy Sears,Drama Romance,Colin Firth,a single ma,Keri Lynn Pratt
Martin Scorsese,Barbara Hershey,Drama,Irvin Kershner,the last temptation of chris,Roberts Blossom
Michael Corrente,George Wendt,Comedy Drama Romance,Jonathan Brandis,outside providenc,Shawn Hatosy
Gurinder Chadha,Martin Henderson,Comedy Drama Musical Romance,Indira Varma,bride & prejudic,Anupam Kher
Phillip Noyce,David Gulpilil,Adventure Biography Drama History,Roy Billing,rabbit-proof fenc,Deborah Mailman
Don Michael Paul,Faizon Love,Comedy Sport,Jeffrey Jones,who's your caddy,Lil' Wayne
Tony Maylam,Alun Armstrong,Action Crime Horror Sci-Fi Thriller,Michael J. Pollard,split secon,Alastair Duncan
,Xander Berkeley,Action Crime Drama Thriller,Melinda Clarke,nikita           ,Aaron Stanford
Mitch Davis,Nathaniel Lees,Adventure Biography Drama,Anne Hathaway,the other side of heave,Miriama Smith
,Ashley Scott,Action Drama Mystery Sci-Fi,Jensen Ackles,dark angel           ,John Savage
Yash Chopra,Preity Zinta,Drama Musical Romance,Shah Rukh Khan,veer-zaar,Anupam Kher
David Mamet,Randy Couture,Drama Sport,Alice Braga,redbel,Jose Pablo Cantillo
Jay Duplass,Tim Guinee,Comedy Drama Romance,Matt Walsh,cyru,Katie Aselton
Kevin Brodie,Cheryl Ladd,Drama Family,Bruce McGill,a dog of flander,Jack Warden
Paul Schrader,Michael McKean,Biography Crime Drama,Ed Begley Jr.,auto focu,Kurt Fuller
George Hickenlooper,Jimmy Fallon,Biography Drama,Hayden Christensen,factory gir,Beth Grant
Lynne Ramsay,Siobhan Fallon Hogan,Drama Thriller,Ezra Miller,we need to talk about kevi,Ashley Gerasimovich
John Stephenson,Hans Matheson,Drama Family,Samantha Barks,the christmas candl,Lesley Manville
Tim Chambers,Marley Shelton,Drama Sport,Ellen Burstyn,the mighty mac,Jennifer Butler
Curtis Hanson,Shelley Long,Comedy Drama Family,Tom Cruise,losin' i,Rick Rossovich
Rodrigo García,Jimmy Smits,Drama Romance,Naomi Watts,mother and chil,Carla Gallo
Dick Richards,Terence Hill,Adventure Drama Romance War,Catherine Deneuve,march or di,Jack O'Halloran
Jean-Marie Poiré,Isabelle Nanty,Comedy Fantasy Sci-Fi,Christian Clavier,les visiteur,Valérie Lemercier
Sofia Coppola,Chris Pontius,Comedy Drama,Nathalie Fay,somewher,Erin Wasson
Bob Gosse,Susie Abromeit,Comedy,Geoff Stults,i hope they serve beer in hel,Derek Wayne Johnson
Alex Zamm,Raquel Welch,Comedy,Taylor Negron,chairman of the boar,Larry Miller
Spencer Susser,Natalie Portman,Drama,Joseph Gordon-Levitt,heshe,Rainn Wilson
Richard Shepard,Mark Wingett,Comedy Crime Drama,Richard E. Grant,dom hemingwa,Richard Graham
Gus Van Sant,Casey Affleck,Adventure Drama Mystery,Matt Damon,gerr,unknown
Thaddeus O'Sullivan,Luke Newberry,Drama Romance,Olivia Williams,the heart of m,Eleanor Bron
Peter Sollett,Josh Charles,Biography Drama Romance,Steve Carell,freehel,Luke Grimes
Shari Springer Berman,Marian Seldes,Comedy,Lynn Cohen,the extra ma,Dan Hedaya
Aleksey German,Yuriy Tsurilo,Drama Sci-Fi,Leonid Yarmolnik,hard to be a go,Valentin Golubenko
Stephen Milburn Anderson,Mike Starr,Comedy Crime Thriller,Chris Hemsworth,ca$,Paul Sanchez
Richard E. Grant,Julie Walters,Drama,Emily Watson,wah-wa,Miranda Richardson
Troy Duffy,David Della Rocco,Action Crime Thriller,Norman Reedus,the boondock saint,Bob Marley
David Lam,Louis Koo,Action Crime,Michael Wong,z stor,Stephen Au
Francis Ford Coppola,Bruce Dern,Comedy Fantasy Horror Mystery,Alden Ehrenreich,twix,Joanne Whalley
Vladlen Barbe,Wendee Lee,Adventure Animation Family,Erin Fitzgerald,snow quee,Ivan Okhlobystin
Richard Rich,Kate Higgins,Action Adventure Animation Comedy Drama Family Fantasy Thriller,Debi Derryberry,alpha and omega 4: the legend of the saw toothed cav,Cindy Robinson
Clint Eastwood,Chris Penn,Western,Clint Eastwood,pale ride,Sydney Penny
